"Domain.name","Domain.type","Agency","Organization.name","City","State","Security.contact.email","Domain.Name","Registrar.WHOIS.Server","Registrar.URL","Updated.Date","Creation.Date","Registry.Expiry.Date","Registrar","Registrar.IANA.ID","Registrar.Abuse.Contact.Email","Registrar.Abuse.Contact.Phone","Domain.Status","Registry.Registrant.ID","Registrant.Name","Registrant.Organization","Registrant.Street","Registrant.City","Registrant.State.Province","Registrant.Postal.Code","Registrant.Country","Registrant.Phone","Registrant.Email","Registry.Admin.ID","Admin.Name","Admin.Organization","Admin.Street","Admin.City","Admin.State.Province","Admin.Postal.Code","Admin.Country","Admin.Phone","Admin.Email","Registry.Tech.ID","Tech.Name","Tech.Organization","Tech.Street","Tech.City","Tech.State.Province","Tech.Postal.Code","Tech.Country","Tech.Phone","Tech.Fax","Tech.Email","Registry.Security.ID","Security.Name","Security.Organization","Security.Street","Security.City","Security.State.Province","Security.Postal.Code","Security.Country","Security.Phone","Security.Email","Name.Server","DNSSEC","Registrant.Fax","Admin.Fax","president","simple_date"
"ars-grin.gov","Federal - Executive","U.S. Department of Agriculture","Agricultural Research Service ","Beltsville","MD","cyber.incidents@usda.gov","ars-grin.gov","whois.nic.gov","https://get.gov","2024-09-02T23:38:49Z",1997-10-02 01:29:20,"2025-09-15T10:09:41Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","cyber.incidents@usda.gov","ns2.usda.gov","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Bill Clinton",1997-10-02
"arsusda.gov","Federal - Executive","U.S. Department of Agriculture","Agricultural Research Service","Beltsville","MD","cyber.incidents@usda.gov","arsusda.gov","whois.nic.gov","https://get.gov","2024-09-02T23:57:56Z",1997-10-02 01:29:20,"2025-09-20T14:09:14Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","cyber.incidents@usda.gov","ns2.usda.gov","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Bill Clinton",1997-10-02
"access-board.gov","Federal - Executive","United States Access Board","U.S Access Board","Washington","DC","cybersecurity@access-board.gov","access-board.gov","whois.nic.gov","https://get.gov","2024-01-08T02:46:48Z",1997-10-02 01:29:20,"2025-08-30T18:10:59Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","cybersecurity@access-board.gov","ns-cloud-c4.googledomains.com","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Bill Clinton",1997-10-02
"adf.gov","Federal - Executive","United States African Development Foundation","African Development Foundation","Washington","DC","schi@usadf.gov","adf.gov","whois.nic.gov","https://get.gov","2024-01-08T02:46:59Z",1997-10-02 01:29:20,"2025-09-30T04:00:00Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY",NA,"REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","schi@usadf.gov","auth120.ns.uu.net","signedDelegation",NA,NA,"Bill Clinton",1997-10-02
"aoc.gov","Federal - Legislative","Architect of the Capitol","Architect of the Capitol","Washington","DC","DOMSEC@aoc.gov","aoc.gov","whois.nic.gov","https://get.gov","2024-01-08T02:47:57Z",1997-10-02 01:29:20,"2025-09-30T04:00:00Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY",NA,"REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","DOMSEC@aoc.gov","ns2.aoc.gov","signedDelegation",NA,NA,"Bill Clinton",1997-10-02
"cftc.gov","Federal - Executive","Commodity Futures Trading Commission","Commodity Futures Trading Commission","Washington","DC","Security_VDP@cftc.gov","cftc.gov","whois.nic.gov","https://get.gov","2024-02-06T06:34:57Z",1997-10-02 01:29:21,"2025-09-01T17:27:22Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Security_VDP@cftc.gov","zac.ns.cloudflare.com","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Bill Clinton",1997-10-02
"bldrdoc.gov","Federal - Executive","Department of Commerce","National Institute of Standards and Technology","Boulder","CO","siirt@nist.gov","bldrdoc.gov","whois.nic.gov","https://get.gov","2024-07-11T02:08:59Z",1997-10-02 01:29:21,"2025-09-23T14:27:56Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","siirt@nist.gov","blue.foundationdns.org","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Bill Clinton",1997-10-02
"census.gov","Federal - Executive","Department of Commerce","Census Bureau","Suitland","MD","boc.cirt@census.gov","census.gov","whois.nic.gov","https://get.gov","2024-02-05T18:36:51Z",1997-10-02 01:29:21,"2025-09-30T04:00:00Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY",NA,"REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","boc.cirt@census.gov","ns2e.census.gov","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Bill Clinton",1997-10-02
"cap.gov","Federal - Executive","Department of Defense","Civil Air Patrol HQ","Maxwell AFB","AL","capadmin@capnhq.gov","cap.gov","whois.nic.gov","https://get.gov","2024-01-08T02:52:25Z",1997-10-02 01:29:21,"2025-09-30T04:00:00Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","capadmin@capnhq.gov","ns7.cap.gov","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Bill Clinton",1997-10-02
"bnl.gov","Federal - Executive","Department of Energy","Brookhaven National Laboratory","Upton","NY","security@bnl.gov","bnl.gov","whois.nic.gov","https://get.gov","2024-01-08T02:50:40Z",1997-10-02 01:29:21,"2025-09-30T04:00:00Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","security@bnl.gov","ns3.bnl.gov","signedDelegation",NA,NA,"Bill Clinton",1997-10-02
"bpa.gov","Federal - Executive","Department of Energy","Bonneville Power Administration","Portland","OR","security@bpa.gov","bpa.gov","whois.nic.gov","https://get.gov","2024-03-25T21:35:02Z",1997-10-02 01:29:21,"2025-09-02T20:19:34Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY",NA,"REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","security@bpa.gov","ns2.bpa.gov","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Bill Clinton",1997-10-02
"cebaf.gov","Federal - Executive","Department of Energy","Thomas Jefferson National Accelerator Facility","Newport News","VA","security@jlab.org","cebaf.gov","whois.nic.gov","https://get.gov","2024-01-08T02:52:56Z",1997-10-02 01:29:21,"2025-09-30T04:00:00Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY",NA,"REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","security@jlab.org","ns.jlab.org","signedDelegation",NA,NA,"Bill Clinton",1997-10-02
"cdc.gov","Federal - Executive","Department of Health and Human Services","Centers for Disease Control and Prevention","Atlanta","GA","ResponsibleDisclosure@hhs.gov","cdc.gov","whois.nic.gov","https://get.gov","2024-06-26T21:41:49Z",1997-10-02 01:29:21,"2025-09-20T16:54:54Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","ResponsibleDisclosure@hhs.gov","ns3.cdc.gov","signedDelegation",NA,NA,"Bill Clinton",1997-10-02
"bop.gov","Federal - Executive","Department of Justice","Federal Bureau of Prisons","Washington","DC","Responsible_Disclosure@usdoj.gov","bop.gov","whois.nic.gov","https://get.gov","2024-04-12T00:10:51Z",1997-10-02 01:29:21,"2025-09-07T13:04:20Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Responsible_Disclosure@usdoj.gov","novalee.ns.cloudflare.com","unsigned","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Bill Clinton",1997-10-02
"bls.gov","Federal - Executive","Department of Labor","Bureau of Labor Statistics","Washington","DC","m-DOLCSIRC@dol.gov","bls.gov","whois.nic.gov","https://get.gov","2024-06-20T17:28:00Z",1997-10-02 01:29:21,"2025-09-30T04:00:00Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","m-DOLCSIRC@dol.gov","auth120.ns.uu.net","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Bill Clinton",1997-10-02
